pitch,time_start,duration,beat_type,string,position,finger
69,240,60,16th,N/A,N/A,N/A
72,279,60,16th,N/A,N/A,N/A
76,320,60,16th,N/A,N/A,N/A
81,360,60,16th,N/A,N/A,N/A
84,399,60,16th,N/A,N/A,N/A
88,440,60,16th,N/A,N/A,N/A
57,0,60,16th,N/A,N/A,N/A
60,40,60,16th,N/A,N/A,N/A
64,79,60,16th,N/A,N/A,N/A
69,120,60,16th,N/A,N/A,N/A
72,160,60,16th,N/A,N/A,N/A
76,199,60,16th,N/A,N/A,N/A
69,240,60,16th,N/A,N/A,N/A
72,279,60,16th,N/A,N/A,N/A
76,320,60,16th,N/A,N/A,N/A
81,360,60,16th,N/A,N/A,N/A
84,399,60,16th,N/A,N/A,N/A
88,440,60,16th,N/A,N/A,N/A
57,0,60,16th,N/A,N/A,N/A
61,40,60,16th,N/A,N/A,N/A
64,79,60,16th,N/A,N/A,N/A
69,120,60,16th,N/A,N/A,N/A
73,160,60,16th,N/A,N/A,N/A
76,199,60,16th,N/A,N/A,N/A
81,240,60,16th,N/A,N/A,N/A
85,279,60,16th,N/A,N/A,N/A
88,320,60,16th,N/A,N/A,N/A
93,360,60,16th,N/A,N/A,N/A
97,399,60,16th,N/A,N/A,N/A
100,440,60,16th,N/A,N/A,N/A
57,0,60,16th,N/A,N/A,N/A
61,40,60,16th,N/A,N/A,N/A
64,79,60,16th,N/A,N/A,N/A
69,120,60,16th,N/A,N/A,N/A
73,160,60,16th,N/A,N/A,N/A
76,199,60,16th,N/A,N/A,N/A
81,240,60,16th,N/A,N/A,N/A
85,279,60,16th,N/A,N/A,N/A
88,320,60,16th,N/A,N/A,N/A
93,360,60,16th,N/A,N/A,N/A
97,399,60,16th,N/A,N/A,N/A
100,440,60,16th,N/A,N/A,N/A
58,0,60,16th,N/A,N/A,N/A
62,40,60,16th,N/A,N/A,N/A
65,79,60,16th,N/A,N/A,N/A
70,120,60,16th,N/A,N/A,N/A
74,160,60,16th,N/A,N/A,N/A
77,199,60,16th,N/A,N/A,N/A
82,240,60,16th,N/A,N/A,N/A
86,279,60,16th,N/A,N/A,N/A
89,320,60,16th,N/A,N/A,N/A
95,360,60,16th,N/A,N/A,N/A
98,399,60,16th,N/A,N/A,N/A
101,440,60,16th,N/A,N/A,N/A
58,0,60,16th,N/A,N/A,N/A
62,40,60,16th,N/A,N/A,N/A
65,79,60,16th,N/A,N/A,N/A
70,120,60,16th,N/A,N/A,N/A
74,160,60,16th,N/A,N/A,N/A
77,199,60,16th,N/A,N/A,N/A
84,240,60,16th,N/A,N/A,N/A
81,279,60,16th,N/A,N/A,N/A
77,320,60,16th,N/A,N/A,N/A
72,360,60,16th,N/A,N/A,N/A
69,399,60,16th,N/A,N/A,N/A
65,440,60,16th,N/A,N/A,N/A
64,0,60,16th,N/A,N/A,N/A
69,40,60,16th,N/A,N/A,N/A
72,79,60,16th,N/A,N/A,N/A
76,120,60,16th,N/A,N/A,N/A
66,160,60,16th,N/A,N/A,N/A
78,199,60,16th,N/A,N/A,N/A
68,240,60,16th,N/A,N/A,N/A
72,279,60,16th,N/A,N/A,N/A
76,320,60,16th,N/A,N/A,N/A
80,360,60,16th,N/A,N/A,N/A
69,399,60,16th,N/A,N/A,N/A
81,440,60,16th,N/A,N/A,N/A
70,0,60,16th,N/A,N/A,N/A
82,40,60,16th,N/A,N/A,N/A
71,79,60,16th,N/A,N/A,N/A
83,120,60,16th,N/A,N/A,N/A
72,160,60,16th,N/A,N/A,N/A
84,199,60,16th,N/A,N/A,N/A
73,240,60,16th,N/A,N/A,N/A
85,279,60,16th,N/A,N/A,N/A
74,320,60,16th,N/A,N/A,N/A
86,360,60,16th,N/A,N/A,N/A
75,399,60,16th,N/A,N/A,N/A
87,440,60,16th,N/A,N/A,N/A
88,0,60,2th,N/A,N/A,N/A
88,0,60,2th,N/A,N/A,N/A
87,79,60,16th,N/A,N/A,N/A
88,79,60,16th,N/A,N/A,N/A
100,79,60,4th,N/A,N/A,N/A
100,240,60,8th,N/A,N/A,N/A
76,0,60,8th,N/A,N/A,N/A
76,0,60,8th,N/A,N/A,N/A
76,0,60,8th,N/A,N/A,N/A
76,0,60,8th,N/A,N/A,N/A
76,0,60,8th,N/A,N/A,N/A
76,0,60,8th,N/A,N/A,N/A
81,0,60,8th,N/A,N/A,N/A
81,0,60,8th,N/A,N/A,N/A
84,0,60,8th,N/A,N/A,N/A
83,0,60,8th,N/A,N/A,N/A
86,0,60,8th,N/A,N/A,N/A
84,0,60,8th,N/A,N/A,N/A
87,0,120,8th,N/A,N/A,N/A
86,0,120,8th,N/A,N/A,N/A
86,0,480,8th,N/A,N/A,N/A
85,0,720,8th,N/A,N/A,N/A
84,0,60,8th,N/A,N/A,N/A
83,0,60,8th,N/A,N/A,N/A
82,0,60,8th,N/A,N/A,N/A
81,0,60,8th,N/A,N/A,N/A
81,0,60,8th,N/A,N/A,N/A
81,0,60,8th,N/A,N/A,N/A
81,0,60,8th,N/A,N/A,N/A
81,0,60,8th,N/A,N/A,N/A
57,0,60,16th,N/A,N/A,N/A
61,40,60,16th,N/A,N/A,N/A
64,79,60,16th,N/A,N/A,N/A
69,120,60,16th,N/A,N/A,N/A
73,160,60,16th,N/A,N/A,N/A
76,199,60,16th,N/A,N/A,N/A
75,240,60,16th,N/A,N/A,N/A
78,279,60,16th,N/A,N/A,N/A
83,320,60,16th,N/A,N/A,N/A
81,360,60,16th,N/A,N/A,N/A
78,399,60,16th,N/A,N/A,N/A
75,440,60,16th,N/A,N/A,N/A
74,0,60,16th,N/A,N/A,N/A
77,40,60,16th,N/A,N/A,N/A
83,79,60,16th,N/A,N/A,N/A
81,120,60,16th,N/A,N/A,N/A
77,160,60,16th,N/A,N/A,N/A
74,199,60,16th,N/A,N/A,N/A
73,240,60,16th,N/A,N/A,N/A
76,279,60,16th,N/A,N/A,N/A
83,320,60,16th,N/A,N/A,N/A
81,360,60,16th,N/A,N/A,N/A
74,399,60,16th,N/A,N/A,N/A
73,440,60,16th,N/A,N/A,N/A
71,0,60,16th,N/A,N/A,N/A
75,40,60,16th,N/A,N/A,N/A
80,79,60,16th,N/A,N/A,N/A
78,120,60,16th,N/A,N/A,N/A
75,160,60,16th,N/A,N/A,N/A
71,199,60,16th,N/A,N/A,N/A
69,240,60,16th,N/A,N/A,N/A
75,279,60,16th,N/A,N/A,N/A
80,320,60,16th,N/A,N/A,N/A
78,360,60,16th,N/A,N/A,N/A
75,399,60,16th,N/A,N/A,N/A
69,440,60,16th,N/A,N/A,N/A
68,0,60,16th,N/A,N/A,N/A
66,40,60,16th,N/A,N/A,N/A
64,79,60,16th,N/A,N/A,N/A
66,120,60,16th,N/A,N/A,N/A
68,160,60,16th,N/A,N/A,N/A
69,199,60,16th,N/A,N/A,N/A
71,240,60,16th,N/A,N/A,N/A
73,279,60,16th,N/A,N/A,N/A
74,320,60,16th,N/A,N/A,N/A
78,360,60,16th,N/A,N/A,N/A
76,399,60,16th,N/A,N/A,N/A
74,440,60,16th,N/A,N/A,N/A
69,0,60,8th,N/A,N/A,N/A
76,79,60,16th,N/A,N/A,N/A
81,120,60,16th,N/A,N/A,N/A
85,160,60,16th,N/A,N/A,N/A
88,199,60,16th,N/A,N/A,N/A
87,240,60,16th,N/A,N/A,N/A
90,279,60,16th,N/A,N/A,N/A
95,320,60,16th,N/A,N/A,N/A
93,360,60,16th,N/A,N/A,N/A
90,399,60,16th,N/A,N/A,N/A
87,440,60,16th,N/A,N/A,N/A
86,0,60,16th,N/A,N/A,N/A
89,40,60,16th,N/A,N/A,N/A
95,79,60,16th,N/A,N/A,N/A
93,120,60,16th,N/A,N/A,N/A
89,160,60,16th,N/A,N/A,N/A
86,199,60,16th,N/A,N/A,N/A
85,240,60,16th,N/A,N/A,N/A
88,279,60,16th,N/A,N/A,N/A
95,320,60,16th,N/A,N/A,N/A
93,360,60,16th,N/A,N/A,N/A
88,399,60,16th,N/A,N/A,N/A
85,440,60,16th,N/A,N/A,N/A
83,0,60,16th,N/A,N/A,N/A
87,40,60,16th,N/A,N/A,N/A
92,79,60,16th,N/A,N/A,N/A
90,120,60,16th,N/A,N/A,N/A
87,160,60,16th,N/A,N/A,N/A
83,199,60,16th,N/A,N/A,N/A
81,240,60,16th,N/A,N/A,N/A
87,279,60,16th,N/A,N/A,N/A
92,320,60,16th,N/A,N/A,N/A
90,360,60,16th,N/A,N/A,N/A
87,399,60,16th,N/A,N/A,N/A
81,440,60,16th,N/A,N/A,N/A
80,0,60,16th,N/A,N/A,N/A
83,40,60,16th,N/A,N/A,N/A
90,79,60,16th,N/A,N/A,N/A
88,120,60,16th,N/A,N/A,N/A
86,160,60,16th,N/A,N/A,N/A
85,199,60,16th,N/A,N/A,N/A
83,240,60,16th,N/A,N/A,N/A
81,279,60,16th,N/A,N/A,N/A
80,320,60,16th,N/A,N/A,N/A
78,360,60,16th,N/A,N/A,N/A
76,399,60,16th,N/A,N/A,N/A
74,440,60,16th,N/A,N/A,N/A
73,0,60,8th,N/A,N/A,N/A
69,79,60,16th,N/A,N/A,N/A
71,120,60,16th,N/A,N/A,N/A
69,160,60,16th,N/A,N/A,N/A
68,199,60,16th,N/A,N/A,N/A
69,240,60,16th,N/A,N/A,N/A
71,279,60,16th,N/A,N/A,N/A
73,320,60,16th,N/A,N/A,N/A
74,360,60,16th,N/A,N/A,N/A
76,399,60,16th,N/A,N/A,N/A
78,440,60,16th,N/A,N/A,N/A
79,0,60,16th,N/A,N/A,N/A
76,40,60,16th,N/A,N/A,N/A
73,79,60,16th,N/A,N/A,N/A
69,120,60,16th,N/A,N/A,N/A
67,160,60,16th,N/A,N/A,N/A
64,199,60,16th,N/A,N/A,N/A
66,240,60,16th,N/A,N/A,N/A
62,279,60,16th,N/A,N/A,N/A
66,320,60,16th,N/A,N/A,N/A
69,360,60,16th,N/A,N/A,N/A
74,399,60,16th,N/A,N/A,N/A
78,440,60,16th,N/A,N/A,N/A
79,0,60,16th,N/A,N/A,N/A
76,40,60,16th,N/A,N/A,N/A
73,79,60,16th,N/A,N/A,N/A
69,120,60,16th,N/A,N/A,N/A
67,160,60,16th,N/A,N/A,N/A
64,199,60,16th,N/A,N/A,N/A
66,240,60,16th,N/A,N/A,N/A
62,279,60,16th,N/A,N/A,N/A
66,320,60,16th,N/A,N/A,N/A
69,360,60,16th,N/A,N/A,N/A
74,399,60,16th,N/A,N/A,N/A
78,440,60,16th,N/A,N/A,N/A
81,0,60,16th,N/A,N/A,N/A
78,40,60,16th,N/A,N/A,N/A
75,79,60,16th,N/A,N/A,N/A
71,120,60,16th,N/A,N/A,N/A
69,160,60,16th,N/A,N/A,N/A
66,199,60,16th,N/A,N/A,N/A
67,240,60,16th,N/A,N/A,N/A
64,279,60,16th,N/A,N/A,N/A
67,320,60,16th,N/A,N/A,N/A
71,360,60,16th,N/A,N/A,N/A
76,399,60,16th,N/A,N/A,N/A
79,440,60,16th,N/A,N/A,N/A
84,0,60,16th,N/A,N/A,N/A
81,40,60,16th,N/A,N/A,N/A
78,79,60,16th,N/A,N/A,N/A
74,120,60,16th,N/A,N/A,N/A
72,160,60,16th,N/A,N/A,N/A
69,199,60,16th,N/A,N/A,N/A
71,240,60,16th,N/A,N/A,N/A
74,279,60,16th,N/A,N/A,N/A
79,320,60,16th,N/A,N/A,N/A
83,360,60,16th,N/A,N/A,N/A
86,399,60,16th,N/A,N/A,N/A
91,440,60,16th,N/A,N/A,N/A
91,0,60,16th,N/A,N/A,N/A
90,40,60,16th,N/A,N/A,N/A
88,79,60,16th,N/A,N/A,N/A
86,120,60,16th,N/A,N/A,N/A
85,160,60,16th,N/A,N/A,N/A
88,199,60,16th,N/A,N/A,N/A
88,240,60,16th,N/A,N/A,N/A
86,279,60,16th,N/A,N/A,N/A
85,320,60,16th,N/A,N/A,N/A
83,360,60,16th,N/A,N/A,N/A
82,399,60,16th,N/A,N/A,N/A
85,440,60,16th,N/A,N/A,N/A
85,0,60,16th,N/A,N/A,N/A
83,40,60,16th,N/A,N/A,N/A
81,79,60,16th,N/A,N/A,N/A
80,120,60,16th,N/A,N/A,N/A
78,160,60,16th,N/A,N/A,N/A
81,199,60,16th,N/A,N/A,N/A
81,240,60,16th,N/A,N/A,N/A
80,279,60,16th,N/A,N/A,N/A
78,320,60,16th,N/A,N/A,N/A
76,360,60,16th,N/A,N/A,N/A
75,399,60,16th,N/A,N/A,N/A
78,440,60,16th,N/A,N/A,N/A
78,0,60,16th,N/A,N/A,N/A
76,40,60,16th,N/A,N/A,N/A
74,79,60,16th,N/A,N/A,N/A
73,120,60,16th,N/A,N/A,N/A
71,160,60,16th,N/A,N/A,N/A
74,199,60,16th,N/A,N/A,N/A
74,240,60,16th,N/A,N/A,N/A
73,279,60,16th,N/A,N/A,N/A
71,320,60,16th,N/A,N/A,N/A
69,360,60,16th,N/A,N/A,N/A
68,399,60,16th,N/A,N/A,N/A
71,440,60,16th,N/A,N/A,N/A
71,0,60,16th,N/A,N/A,N/A
69,40,60,16th,N/A,N/A,N/A
68,79,60,16th,N/A,N/A,N/A
66,120,60,16th,N/A,N/A,N/A
65,160,60,16th,N/A,N/A,N/A
68,199,60,16th,N/A,N/A,N/A
68,240,60,16th,N/A,N/A,N/A
66,279,60,16th,N/A,N/A,N/A
64,320,60,16th,N/A,N/A,N/A
62,360,60,16th,N/A,N/A,N/A
61,399,60,16th,N/A,N/A,N/A
59,440,60,16th,N/A,N/A,N/A
66,0,60,16th,N/A,N/A,N/A
64,40,60,16th,N/A,N/A,N/A
62,79,60,16th,N/A,N/A,N/A
61,120,60,16th,N/A,N/A,N/A
59,160,60,16th,N/A,N/A,N/A
57,199,60,16th,N/A,N/A,N/A
59,240,60,16th,N/A,N/A,N/A
61,279,60,16th,N/A,N/A,N/A
62,320,60,16th,N/A,N/A,N/A
64,360,60,16th,N/A,N/A,N/A
66,399,60,16th,N/A,N/A,N/A
68,440,60,16th,N/A,N/A,N/A
69,0,60,16th,N/A,N/A,N/A
71,40,60,16th,N/A,N/A,N/A
73,79,60,16th,N/A,N/A,N/A
74,120,60,16th,N/A,N/A,N/A
76,160,60,16th,N/A,N/A,N/A
78,199,60,16th,N/A,N/A,N/A
80,240,720,16th,N/A,N/A,N/A
81,279,720,16th,N/A,N/A,N/A
83,320,0,16th,N/A,N/A,N/A
85,360,0,16th,N/A,N/A,N/A
86,399,240,16th,N/A,N/A,N/A
88,440,120,16th,N/A,N/A,N/A
90,0,120,16th,N/A,N/A,N/A
88,40,120,16th,N/A,N/A,N/A
86,79,120,16th,N/A,N/A,N/A
85,120,120,16th,N/A,N/A,N/A
83,160,120,16th,N/A,N/A,N/A
81,199,120,16th,N/A,N/A,N/A
90,240,120,16th,N/A,N/A,N/A
88,279,120,16th,N/A,N/A,N/A
86,320,120,16th,N/A,N/A,N/A
85,360,120,16th,N/A,N/A,N/A
83,399,120,16th,N/A,N/A,N/A
81,440,120,16th,N/A,N/A,N/A
90,0,120,16th,N/A,N/A,N/A
88,40,120,16th,N/A,N/A,N/A
86,79,120,16th,N/A,N/A,N/A
85,120,120,16th,N/A,N/A,N/A
83,160,120,16th,N/A,N/A,N/A
82,199,120,16th,N/A,N/A,N/A
90,240,120,16th,N/A,N/A,N/A
88,279,120,16th,N/A,N/A,N/A
86,320,120,16th,N/A,N/A,N/A
85,360,120,16th,N/A,N/A,N/A
83,399,120,16th,N/A,N/A,N/A
82,440,120,16th,N/A,N/A,N/A
90,0,120,16th,N/A,N/A,N/A
88,40,120,16th,N/A,N/A,N/A
86,79,120,16th,N/A,N/A,N/A
85,120,120,16th,N/A,N/A,N/A
83,160,120,16th,N/A,N/A,N/A
81,199,120,16th,N/A,N/A,N/A
80,240,120,16th,N/A,N/A,N/A
78,279,120,16th,N/A,N/A,N/A
76,320,120,16th,N/A,N/A,N/A
74,360,120,16th,N/A,N/A,N/A
73,399,120,16th,N/A,N/A,N/A
71,440,120,16th,N/A,N/A,N/A
78,0,120,16th,N/A,N/A,N/A
76,40,120,16th,N/A,N/A,N/A
74,79,120,16th,N/A,N/A,N/A
73,120,120,16th,N/A,N/A,N/A
71,160,120,16th,N/A,N/A,N/A
69,199,120,16th,N/A,N/A,N/A
68,240,120,16th,N/A,N/A,N/A
66,279,120,16th,N/A,N/A,N/A
64,320,120,16th,N/A,N/A,N/A
62,360,120,16th,N/A,N/A,N/A
61,399,120,16th,N/A,N/A,N/A
59,440,120,16th,N/A,N/A,N/A
57,0,120,16th,N/A,N/A,N/A
59,40,120,16th,N/A,N/A,N/A
61,79,120,16th,N/A,N/A,N/A
62,120,120,16th,N/A,N/A,N/A
64,160,120,16th,N/A,N/A,N/A
66,199,120,16th,N/A,N/A,N/A
68,240,120,16th,N/A,N/A,N/A
70,279,120,16th,N/A,N/A,N/A
72,320,120,16th,N/A,N/A,N/A
73,360,120,16th,N/A,N/A,N/A
75,399,120,16th,N/A,N/A,N/A
76,440,120,16th,N/A,N/A,N/A
78,0,120,16th,N/A,N/A,N/A
76,40,120,16th,N/A,N/A,N/A
74,79,120,16th,N/A,N/A,N/A
73,120,120,16th,N/A,N/A,N/A
71,160,120,16th,N/A,N/A,N/A
69,199,120,16th,N/A,N/A,N/A
68,240,120,16th,N/A,N/A,N/A
66,279,120,16th,N/A,N/A,N/A
64,320,120,16th,N/A,N/A,N/A
62,360,120,16th,N/A,N/A,N/A
61,399,180,16th,N/A,N/A,N/A
59,440,180,16th,N/A,N/A,N/A
57,0,180,16th,N/A,N/A,N/A
59,40,60,16th,N/A,N/A,N/A
61,79,480,16th,N/A,N/A,N/A
62,120,720,16th,N/A,N/A,N/A
64,160,720,16th,N/A,N/A,N/A
66,199,960,16th,N/A,N/A,N/A
68,240,60,16th,N/A,N/A,N/A
70,279,60,16th,N/A,N/A,N/A
72,320,60,16th,N/A,N/A,N/A
73,360,60,16th,N/A,N/A,N/A
75,399,60,16th,N/A,N/A,N/A
76,440,60,16th,N/A,N/A,N/A
78,0,60,16th,N/A,N/A,N/A
76,40,60,16th,N/A,N/A,N/A
74,79,60,16th,N/A,N/A,N/A
73,120,60,16th,N/A,N/A,N/A
71,160,60,16th,N/A,N/A,N/A
69,199,60,16th,N/A,N/A,N/A
68,240,60,16th,N/A,N/A,N/A
66,279,60,16th,N/A,N/A,N/A
64,320,60,16th,N/A,N/A,N/A
62,360,60,16th,N/A,N/A,N/A
61,399,60,16th,N/A,N/A,N/A
59,440,60,16th,N/A,N/A,N/A
57,0,60,16th,N/A,N/A,N/A
61,40,60,16th,N/A,N/A,N/A
64,79,60,16th,N/A,N/A,N/A
69,120,60,16th,N/A,N/A,N/A
73,160,60,16th,N/A,N/A,N/A
76,199,60,16th,N/A,N/A,N/A
81,240,60,16th,N/A,N/A,N/A
76,279,60,16th,N/A,N/A,N/A
73,320,60,16th,N/A,N/A,N/A
69,360,60,16th,N/A,N/A,N/A
64,399,60,16th,N/A,N/A,N/A
57,440,60,16th,N/A,N/A,N/A
57,0,60,16th,N/A,N/A,N/A
61,40,60,16th,N/A,N/A,N/A
64,79,60,16th,N/A,N/A,N/A
69,120,60,16th,N/A,N/A,N/A
73,160,60,16th,N/A,N/A,N/A
76,199,60,16th,N/A,N/A,N/A
81,240,60,16th,N/A,N/A,N/A
85,279,60,16th,N/A,N/A,N/A
81,320,60,16th,N/A,N/A,N/A
76,360,60,16th,N/A,N/A,N/A
73,399,60,16th,N/A,N/A,N/A
69,440,60,16th,N/A,N/A,N/A
64,0,60,16th,N/A,N/A,N/A
61,40,60,16th,N/A,N/A,N/A
57,79,60,16th,N/A,N/A,N/A
61,120,60,16th,N/A,N/A,N/A
64,160,60,16th,N/A,N/A,N/A
69,199,60,16th,N/A,N/A,N/A
73,240,120,16th,N/A,N/A,N/A
76,279,60,16th,N/A,N/A,N/A
81,320,60,16th,N/A,N/A,N/A
85,360,60,16th,N/A,N/A,N/A
88,399,60,16th,N/A,N/A,N/A
85,440,60,16th,N/A,N/A,N/A
81,0,60,16th,N/A,N/A,N/A
76,40,60,16th,N/A,N/A,N/A
73,79,60,16th,N/A,N/A,N/A
69,120,60,16th,N/A,N/A,N/A
73,160,60,16th,N/A,N/A,N/A
76,199,60,16th,N/A,N/A,N/A
81,240,60,16th,N/A,N/A,N/A
85,279,60,16th,N/A,N/A,N/A
88,320,60,16th,N/A,N/A,N/A
93,360,60,16th,N/A,N/A,N/A
97,399,60,16th,N/A,N/A,N/A
100,440,60,16th,N/A,N/A,N/A
93,0,60,4th,N/A,N/A,N/A
